,KG1a_Ctrl_Nonresponsive_116,KG1a_T0_Nonresponsive_117,KG1a_LGT_Nonresponsive_118,KG1a_SYT_Nonresponsive_119,KG1a_ComboT_Nonresponsive_120
YME1L1_ENSG00000136758.19,13967.77506,12632.09191,9868.983522,14993.37405,14176.08885
DNAJC1_ENSG00000136770.11,6242.705224,4955.709275,3132.75714,4749.348839,4309.929264
NIPSNAP3A_ENSG00000136783.10,1746.098192,1515.777447,2024.062032,1950.705957,1711.906949
LRRC8A_ENSG00000136802.12,2343.288024,2072.237008,1359.18119,1929.282019,1959.644424
CDK9_ENSG00000136807.14,8133.301125,7186.146356,6194.907466,8006.915031,8208.719739
TXN_ENSG00000136810.13,8952.795126,7073.014908,10461.57643,8541.385911,7312.062353
ODF2_ENSG00000136811.16,12024.63454,11061.12839,9105.757473,11398.66273,11657.13168
ECPAS_ENSG00000136813.14,14384.09014,12968.72695,9916.054732,14249.17409,12583.07246
TOR1B_ENSG00000136816.16,2298.827191,1998.655578,1450.801938,2416.394721,2518.371495
C9orf78_ENSG00000136819.15,5060.45124,4687.137058,3837.984734,5813.780298,5116.39381
SMC2_ENSG00000136824.19,19448.58327,17805.78617,16720.36626,21926.83702,21183.01828
KLF4_ENSG00000136826.15,0,1.839535737,0.840557322,0,1.171335579
TOR1A_ENSG00000136827.12,5320.142927,4255.765927,3725.350053,4972.608828,5008.630937
RALGPS1_ENSG00000136828.19,278.8906834,275.0105927,184.0820536,208.6015041,267.0645121
NIBAN2_ENSG00000136830.12,1456.0923,1295.033159,831.3111918,1232.440238,1293.740147
ST6GALNAC4_ENSG00000136840.19,416.3150781,326.5175933,297.5572921,355.1863448,421.0951407
TMOD1_ENSG00000136842.14,182.8957018,158.2000734,156.343662,262.7251376,414.0671272
DAB2IP_ENSG00000136848.17,103.068296,104.853537,95.82353475,149.9675678,243.6378005
STXBP1_ENSG00000136854.24,769.9807997,796.5189741,690.938119,920.1017695,1084.071079
SLC2A8_ENSG00000136856.18,6.062840943,8.277910816,10.92724519,10.14818128,5.856677896
CDK5RAP2_ENSG00000136861.18,7898.871275,7453.798806,5641.820748,8045.252604,8445.329526
ZFP37_ENSG00000136866.14,177.8433343,179.3547343,172.3142511,174.7742332,202.6410552
SLC31A2_ENSG00000136867.11,105.089243,74.50119734,48.7523247,49.61333071,70.28013475
SLC31A1_ENSG00000136868.11,4419.811047,4138.955408,2804.099227,4582.467636,4356.197019
TLR4_ENSG00000136869.16,5.052367452,7.358142948,20.17337574,13.53090837,11.71335579
ZNF189_ENSG00000136870.10,2130.078118,1915.87647,1675.230743,2135.628372,2063.307623
ALDOB_ENSG00000136872.20,15.15710236,22.07442884,23.53560503,18.04121117,24.59804716
STX17_ENSG00000136874.11,5939.563177,5411.914138,4659.209238,6517.387534,6453.473374
PRPF4_ENSG00000136875.13,6133.574087,4977.783704,3704.33612,5776.5703,5594.884394
FPGS_ENSG00000136877.15,4355.140744,3656.997045,2796.534212,3913.815247,3911.675167
USP20_ENSG00000136878.14,5968.866908,5291.424547,4797.901196,6309.913605,7354.816102
BAAT_ENSG00000136881.12,63.6598299,93.81632258,127.764713,87.95090443,87.26450065
ATP6V1G1_ENSG00000136888.8,4040.883488,3519.031865,4294.40736,4432.500068,4394.851093
TEX10_ENSG00000136891.14,5322.163874,4739.563826,4062.413539,5211.654876,4596.320813
GARNL3_ENSG00000136895.19,50.52367452,85.53841177,73.96904437,55.2512092,45.68208759
MRPL50_ENSG00000136897.8,2866.713292,2361.963886,3149.568287,2910.272876,2563.467915
DPM2_ENSG00000136908.18,2927.341702,2481.533709,2435.094563,2776.091368,2872.700508
TSTD2_ENSG00000136925.15,4702.743625,4107.6833,3413.503286,4314.10462,4130.129252
GABBR2_ENSG00000136928.7,6.062840943,6.438375079,7.565015901,6.765454187,11.127688
HEMGN_ENSG00000136929.13,2988.980585,2617.659354,3041.97695,5163.169121,4169.954662
PSMB7_ENSG00000136930.13,5644.504918,4961.227882,4220.438316,5622.09243,5313.763855
TRMO_ENSG00000136932.14,775.0331672,676.0293833,616.9690746,802.8338969,797.6795294
RABEPK_ENSG00000136933.17,2115.931489,1736.521736,1518.046524,1883.051415,1614.100428
GOLGA1_ENSG00000136935.14,2046.208818,1880.925291,1505.438164,2048.805043,2161.699811
XPA_ENSG00000136936.11,890.2271451,871.0201714,861.5712554,1070.069337,1006.177263
NCBP1_ENSG00000136937.13,9547.964011,8314.701531,6764.80533,9711.809486,9170.38625
ANP32B_ENSG00000136938.9,20737.94744,18960.09484,15475.50086,23272.03483,20366.59738
PDCL_ENSG00000136940.14,2561.550298,2271.826635,2074.495472,2565.234713,2344.428162
RPL35_ENSG00000136942.15,33933.72076,24716.92193,21717.47954,28160.07548,24422.34683
CTSV_ENSG00000136943.12,34.35609868,64.38375079,73.12848705,31.57211954,45.68208759
ARPC5L_ENSG00000136950.13,5230.210787,4545.492806,3195.79894,3890.136158,3244.013887
ENPP2_ENSG00000136960.13,10.1047349,12.87675016,9.246130546,9.020605583,6.442345686
DSCC1_ENSG00000136982.6,5746.56274,4854.53481,4428.896532,6046.060892,5211.85766
DERL1_ENSG00000136986.10,14911.5573,12591.62212,10577.57334,15240.31313,15845.24205
MYC_ENSG00000136997.21,27325.22413,22356.79758,19759.82153,27230.9531,21173.06193
IL33_ENSG00000137033.11,10.1047349,14.7162859,33.6222929,20.29636256,16.39869811
DMAC1_ENSG00000137038.8,2921.278861,2402.433672,2348.517159,2705.054099,2579.280945
RANBP6_ENSG00000137040.10,4024.715913,3709.423813,3453.00948,4315.232196,3980.783966
POLR1E_ENSG00000137054.16,3289.091211,2784.137338,2304.808178,3337.624066,2800.66337
IL11RA_ENSG00000137070.18,1481.354137,1637.186806,1375.992337,1333.922051,1242.78705
UBAP2_ENSG00000137073.23,6072.945678,5655.652623,4786.973951,5176.700029,5018.587289
APTX_ENSG00000137074.20,2691.901379,2458.539512,2282.11313,2697.161069,2505.486804
RNF38_ENSG00000137075.18,3708.43771,3636.762152,3154.611631,3804.440405,3850.765717
TLN1_ENSG00000137076.21,40845.35943,35958.32482,25927.83117,33351.43399,34187.77155
DMRT1_ENSG00000137090.12,2.020946981,7.358142948,15.97058913,4.510302792,5.856677896
DNAJB5_ENSG00000137094.15,225.3355884,203.2686989,137.8514009,118.3954483,176.8716725
SPAG8_ENSG00000137098.14,115.1939779,104.853537,93.30186278,107.1196913,97.22085307
DCTN3_ENSG00000137100.16,3047.588047,2345.408065,1798.79267,2874.190454,3272.12594
CD72_ENSG00000137101.13,61.63888292,61.62444719,74.80960169,82.31302595,90.77850739
TMEM8B_ENSG00000137103.20,987.2326002,1007.145816,731.2848705,796.0684427,836.9192713
GRHPR_ENSG00000137106.18,4682.534155,3822.555261,3279.854672,3649.962534,3583.115537
ALDH1B1_ENSG00000137124.8,3803.422218,3070.185145,2196.376283,3345.517096,2849.273796
HINT2_ENSG00000137133.11,1199.432033,1060.492352,728.7631985,1176.061453,1177.777925
ARHGEF39_ENSG00000137135.18,356.6971421,312.7210753,370.6857792,413.8202811,619.6365214
IGFBPL1_ENSG00000137142.5,12.12568189,19.31512524,49.59288202,24.80666535,24.01237937
DENND4C_ENSG00000137145.21,5249.409783,4868.331328,4468.402726,5831.821509,6597.54765
RPS6_ENSG00000137154.13,79604.09111,61755.05422,57018.36541,73312.71672,68456.95092
CNPY3_ENSG00000137161.17,7579.561652,6039.195824,4652.484779,5539.779404,5484.77885
FOXP4_ENSG00000137166.17,1771.360029,1686.854271,1475.178101,1708.277182,1697.850922
PPIL1_ENSG00000137168.8,4811.874762,4037.780942,3704.33612,4845.192774,4502.613966
KLC4_ENSG00000137171.15,1290.374647,1160.74705,917.888596,995.6493412,1095.198767
KIF13A_ENSG00000137177.20,11.1152084,6.438375079,10.92724519,4.510302792,5.856677896
ZSCAN9_ENSG00000137185.13,1075.143794,1043.936531,950.6703316,993.3941898,1013.790944
PIM1_ENSG00000137193.14,27485.88941,22633.64771,17011.19909,22465.8182,23120.40733
GMPR_ENSG00000137198.10,930.6460847,792.8399026,676.6486445,625.8045123,499.5746245
CMTR1_ENSG00000137200.13,6762.088598,6033.677217,4010.298985,5514.972738,5686.834237
YIPF3_ENSG00000137207.12,4218.726823,3600.891205,2663.726155,3671.386472,4134.228927
TMEM14B_ENSG00000137210.14,4998.812357,3852.907601,3476.545085,4465.199764,4163.512316
TMEM63B_ENSG00000137216.19,1228.735764,1220.531961,938.0619718,1205.378421,1508.094558
FRS3_ENSG00000137218.10,334.4667253,352.2710936,295.0356202,354.0587691,401.1824359
TJAP1_ENSG00000137221.14,3187.033389,3026.036287,2438.456792,2938.462269,3106.381956
CAPN11_ENSG00000137225.13,69.72267084,58.86514358,31.10062093,50.7409064,33.9687318
IRF4_ENSG00000137265.15,12.12568189,19.31512524,15.1300318,14.65848407,16.9843659
SLC22A23_ENSG00000137266.15,506.2472187,483.7978988,538.7972436,497.2608828,524.1726717
TUBB2A_ENSG00000137267.7,362.7599831,301.6838609,198.3715281,271.7457432,292.8338948
LRRC1_ENSG00000137269.15,923.5727703,778.1236167,702.7059215,827.6405622,807.6358819
GCM1_ENSG00000137270.11,3.031420471,8.277910816,18.49226109,9.020605583,3.514006738
BPHL_ENSG00000137274.13,925.5937173,846.186439,672.4458579,800.5787455,620.807857
RIPK1_ENSG00000137275.16,4365.245479,3975.236727,2990.702953,4191.198869,4340.969656
UQCC2_ENSG00000137288.10,3487.144016,2848.521089,2746.100772,3619.51799,3673.894044
HMGA1_ENSG00000137309.20,26237.95465,21547.40185,18266.15117,26536.36647,28374.43307
TCF19_ENSG00000137310.12,6806.549432,5666.689838,4138.063698,6485.815414,7027.427807
FLOT1_ENSG00000137312.15,1671.323153,1434.837875,1943.368529,5651.409398,8217.504756
IER3_ENSG00000137331.12,9.094261414,10.11744655,48.7523247,161.2433248,340.2729858
MDC1_ENSG00000137337.15,8749.689954,8553.841177,6990.074693,9124.342547,10291.94007
PGBD1_ENSG00000137338.5,971.0650243,885.7364573,738.8498864,750.9654148,821.106241
ATAT1_ENSG00000137343.18,263.733581,264.8931461,237.0371649,250.3218049,242.4664649
TPMT_ENSG00000137364.5,1737.00393,1556.247233,1507.119279,1659.791427,1519.222246
RNF144B_ENSG00000137393.10,5.052367452,1.839535737,2.521671967,4.510302792,5.856677896
NRM_ENSG00000137404.14,2098.75344,1838.615969,1542.422687,2163.817764,2215.581248
MTCH1_ENSG00000137409.20,6377.098198,5427.550192,4060.732424,5067.325186,5354.7606
VARS2_ENSG00000137411.19,5734.437058,5202.207064,3925.402695,5183.465483,5565.015337
TAF8_ENSG00000137413.16,3465.924072,3189.754968,2584.713766,3877.732825,4201.580723
FAM8A1_ENSG00000137414.6,1744.077245,1581.080966,1365.065092,1866.13778,1658.025512
C6orf52_ENSG00000137434.11,26.27231075,9.197678684,25.21671967,18.04121117,21.66970822
CPEB2_ENSG00000137449.17,1500.553133,1397.127392,1165.012449,1074.57964,962.8378461
FHDC1_ENSG00000137460.10,1209.536768,1144.191228,2152.667303,3996.128273,4643.174236
TLR2_ENSG00000137462.9,49.51320103,52.4267685,62.20124186,54.1236335,56.2241078
MGARP_ENSG00000137463.5,10.1047349,15.63605376,13.44891716,13.53090837,13.47035916
MYO7A_ENSG00000137474.22,548.6871053,576.6944535,1501.235378,2917.03833,5599.569736
FCHSD2_ENSG00000137478.15,18422.95268,16419.69599,12162.0239,15801.84583,11736.7825
ARRB1_ENSG00000137486.17,28746.96033,25244.86869,16423.64952,19704.38532,16688.018
SLCO2B1_ENSG00000137491.15,7.073314433,9.197678684,15.1300318,13.53090837,14.05602695
THAP12_ENSG00000137492.8,27983.04237,23283.00382,21806.57861,28771.22151,25652.24918
ANKRD42_ENSG00000137494.14,956.9183955,942.7620652,850.6440102,864.8505603,1024.332964
IL18BP_ENSG00000137496.18,1349.992583,1665.69961,1484.424231,1398.193865,1592.43072
NUMA1_ENSG00000137497.18,40944.38583,38629.33071,29416.98461,39445.98064,45705.5143
CCDC90B_ENSG00000137500.9,3949.940874,3553.063276,3311.79585,3735.658287,3607.127916
SYTL2_ENSG00000137501.17,109.131137,120.4895908,126.0835984,133.0539323,141.1459373
RAB30_ENSG00000137502.10,1855.229328,1753.997325,1304.544964,1382.407806,1125.067824
CREBZF_ENSG00000137504.14,11334.48114,12112.42306,12231.79016,11855.33089,10745.8326
PRCP_ENSG00000137509.12,8619.338874,7336.988287,5910.799091,7400.279305,6618.046022
NARS2_ENSG00000137513.10,3115.289771,2546.837228,2336.749356,2862.914697,2495.530451
RNF121_ENSG00000137522.18,3889.312465,3501.556275,2789.809753,3377.089215,3556.174818
MRPL15_ENSG00000137547.9,6718.638238,4773.595237,4940.795941,5982.916653,5165.589904
TTPA_ENSG00000137561.5,29.30373122,50.58723276,46.23065273,29.31696814,29.28338948
GGH_ENSG00000137563.13,11798.28847,9753.218477,10140.48354,12588.25509,11780.12192
SLCO5A1_ENSG00000137571.11,15.15710236,16.55582163,16.81114645,11.27575698,7.613681265
TGS1_ENSG00000137574.11,11461.8008,9781.731281,8123.986521,11407.68334,10135.56677
SDCBP_ENSG00000137575.12,6270.998482,5799.136411,5815.816114,6679.758434,8021.306046
NEK1_ENSG00000137601.17,1296.437488,1276.637801,1035.566621,1165.913272,1116.868475
DDX60_ENSG00000137628.18,2176.559898,1840.455505,1645.811237,2352.122906,2551.168891
SORL1_ENSG00000137642.13,15767.42835,14325.38455,10095.934,14470.17893,13427.01974
TMPRSS4_ENSG00000137648.19,20.20946981,34.03141113,47.07121005,25.93424105,31.04039285
BUD13_ENSG00000137656.12,6229.569069,5215.083814,3861.520339,5492.421224,5393.414674
MMP7_ENSG00000137673.9,520.3938476,410.2164693,257.2105406,188.3051415,110.6912122
DCUN1D5_ENSG00000137692.12,7400.707844,6343.638989,6043.607148,7055.241142,5934.571712
SLC37A4_ENSG00000137700.18,7517.922769,6513.796044,4885.319158,6450.860568,6493.298783
POU2F3_ENSG00000137709.10,43.45036009,53.34653637,42.86842344,45.10302792,52.71010106
RDX_ENSG00000137710.17,11100.05129,10033.74768,9468.878237,11880.13755,11914.82551
PPP2R1B_ENSG00000137713.16,10796.90925,9954.64764,8545.105739,12530.74873,12646.91025
FDX1_ENSG00000137714.3,2963.718748,2445.662762,2322.459882,2995.968629,2893.198881
C11orf1_ENSG00000137720.8,1592.506221,1269.279658,1604.623928,1645.132943,1624.056781
FXYD6_ENSG00000137726.17,5.052367452,3.679071474,1.681114645,0,2.928338948
FXYD2_ENSG00000137731.14,94.9845081,103.0140013,92.46130546,94.71635862,145.2456118
TMPRSS13_ENSG00000137747.16,61.63888292,67.1430544,75.65015901,85.69575304,113.0338834
CASP1_ENSG00000137752.24,7564.40455,6264.538952,6832.890474,7648.345959,7170.916416
ALKBH8_ENSG00000137760.15,4774.487242,4262.204302,3993.487839,4865.489136,4264.247176
MAP2K5_ENSG00000137764.20,1521.773077,1379.651803,979.2492806,1438.78659,1348.792919
UNC13C_ENSG00000137766.17,878.1014632,827.7910816,600.9984855,405.9272512,278.1922001
SQOR_ENSG00000137767.14,24.25136377,23.91396458,10.92724519,13.53090837,36.89707074
CTDSPL2_ENSG00000137770.14,7392.624056,6708.786832,6626.113372,7301.052644,7014.543116
SLTM_ENSG00000137776.17,9592.424845,9288.735703,8538.381281,9631.751611,9024.55497
THBS1_ENSG00000137801.11,157.6338645,149.0023947,98.34520672,121.7781754,149.3452863
MAPKBP1_ENSG00000137802.14,3024.347157,3230.224754,2195.535726,2701.671372,2692.900497
NUSAP1_ENSG00000137804.14,15139.92431,12819.72455,12860.52703,18350.16691,19847.69572
NDUFAF1_ENSG00000137806.10,1316.646958,1159.827282,1022.117704,1197.485391,1104.569451
KIF23_ENSG00000137807.16,6932.858618,6261.779648,6041.926033,8510.941368,9002.885262
ITGA11_ENSG00000137809.17,116.2044514,143.4837875,162.2275632,113.8851455,108.9342089
KNL1_ENSG00000137812.20,12179.23698,11150.34587,9585.715704,13482.42262,14634.66673
HAUS2_ENSG00000137814.12,3484.112595,3142.846806,2669.610056,3903.667066,3364.075783
RTF1_ENSG00000137815.14,8856.800144,7863.095507,5088.73403,7990.001395,7517.631747
PARP6_ENSG00000137817.17,4645.146636,4742.32313,4088.470816,4426.86219,4486.800936
RPLP1_ENSG00000137818.12,49529.36861,42462.00341,36813.04849,41728.19385,37352.72028
PAQR5_ENSG00000137819.14,49.51320103,61.62444719,66.40402847,52.9960578,44.51075201
LRRC49_ENSG00000137821.12,40.41893962,58.86514358,69.76625776,40.59272512,26.94071832
TUBGCP4_ENSG00000137822.13,4222.768717,3892.457619,3254.637952,4795.579443,4418.277805
RMDN3_ENSG00000137824.16,3022.32621,2807.131535,2061.046554,2833.597729,2974.021036
ITPKA_ENSG00000137825.11,269.796422,228.1024314,100.0263214,91.33363153,38.06840632
UACA_ENSG00000137831.15,16.16757585,18.39535737,32.78173557,9.020605583,10.54202021
SMAD6_ENSG00000137834.15,466.8387526,487.4769703,347.1501741,561.5326975,467.3628961
PLCB2_ENSG00000137841.12,16796.09036,15718.83287,17816.45301,29141.06634,57503.79192
TMEM62_ENSG00000137842.7,1131.730309,1034.738852,902.7585642,1036.242066,997.3922457
PAK6_ENSG00000137843.12,112.1625574,87.3779475,99.18576404,78.93029885,80.23648717
ADAM10_ENSG00000137845.15,18217.82656,16362.67038,12694.09668,15830.03522,14234.06996
DUOX1_ENSG00000137857.17,159.6548115,190.3919488,232.8343783,170.2639304,202.6410552
SLC28A2_ENSG00000137860.12,21.2199433,22.99419671,50.43343934,22.55151396,24.01237937
STRA6_ENSG00000137868.19,7536.111292,6788.806637,5024.011116,6606.466014,7040.312499
ZNF280D_ENSG00000137871.21,1654.145104,1504.740233,1571.001636,1463.593256,1493.452863
SEMA6D_ENSG00000137872.17,9.094261414,10.11744655,21.85449038,6.765454187,7.613681265
RSL24D1_ENSG00000137876.11,6915.680569,5614.263069,7963.440072,7449.892636,6024.178884
SPTBN5_ENSG00000137877.10,168.7490729,190.3919488,140.3730728,120.6505997,136.460595
GCHFR_ENSG00000137880.6,16.16757585,9.197678684,4.202786612,4.510302792,5.856677896
BCAR3_ENSG00000137936.18,71.74361782,61.62444719,58.83901257,48.48575501,55.05277222
TTLL7_ENSG00000137941.17,1049.881957,1024.621405,824.5867333,729.5414765,781.8664991
FNBP1L_ENSG00000137942.18,40.41893962,49.6674649,57.15789792,31.57211954,31.04039285
KYAT3_ENSG00000137944.18,2412.000222,1984.85906,1906.384007,2502.090474,2388.353246
GTF2B_ENSG00000137947.12,2193.737948,1727.324057,2038.351507,2021.743226,2107.818375
RABGGTB_ENSG00000137955.16,5107.943494,5254.633832,6136.068453,5402.215169,5008.630937
IFI44L_ENSG00000137959.17,2708.068954,2924.861822,2896.560533,3945.387367,3813.868646
ARHGAP29_ENSG00000137962.13,106.0997165,150.8419304,170.6331364,145.457265,149.9309541
IFI44_ENSG00000137965.11,4097.470004,3562.260955,3938.011055,4333.273407,4218.565088
SLC44A5_ENSG00000137968.16,619.4202497,690.7456692,737.1687717,697.969357,749.6547707
RPL7P9_ENSG00000137970.7,95.99498159,97.49539406,78.17183098,75.54757176,57.98111117
DBT_ENSG00000137992.15,2008.821299,1789.868272,1370.948993,2034.146559,1904.005984
RTCA_ENSG00000137996.13,1956.276678,1725.484521,1639.927336,2264.172001,2094.348016
IFT172_ENSG00000138002.16,87.91119367,103.0140013,131.9674996,85.69575304,91.94984297
SELENOI_ENSG00000138018.18,7223.874983,6964.4823,6907.700075,8861.61741,9016.941289
CGREF1_ENSG00000138028.16,477.953961,420.3339159,321.0928971,431.8614923,375.9987209
HADHB_ENSG00000138029.14,7532.069398,6292.131988,5593.068423,6472.284506,6329.89747
KHK_ENSG00000138030.13,1352.01353,1091.76446,738.8498864,1061.048732,859.1746473
ADCY3_ENSG00000138031.15,3837.778317,3316.682934,2816.707587,3826.991919,3665.694695
PPM1B_ENSG00000138032.21,3533.625796,3317.602701,3222.696774,3998.383425,4510.227648
PNPT1_ENSG00000138035.15,5500.007209,4744.162665,4670.97704,5869.031507,5328.991218
DYNC2LI1_ENSG00000138036.18,511.2995862,421.2536837,539.637801,429.6063409,458.5778793
THUMPD2_ENSG00000138050.15,1695.574517,1636.267038,1742.475329,1682.342941,1554.947981
CYP1B1_ENSG00000138061.12,60239.37713,55947.6399,35326.94314,58857.19628,66492.62116
RAB1A_ENSG00000138069.18,5660.672494,5209.565207,4861.783553,5639.006065,5540.41729
ACTR2_ENSG00000138071.14,33515.38473,30960.30622,24464.42087,30441.16112,28842.38163
PREB_ENSG00000138073.14,5067.524555,4023.064657,3366.432076,4240.8122,4281.231542
SLC5A6_ENSG00000138074.15,7459.315307,6632.446099,5233.309889,6590.679954,5669.849871
PREPL_ENSG00000138078.16,3861.019207,3600.891205,3433.676662,4697.480357,4670.114954
SLC3A1_ENSG00000138079.14,29.30373122,11.03721442,31.10062093,23.67908966,29.28338948
EMILIN1_ENSG00000138080.14,6348.804941,5424.790888,3176.466121,4628.69824,4140.085605
FBXO11_ENSG00000138081.21,6475.114127,5964.694627,4301.972376,6048.316043,5984.353474
ATRAID_ENSG00000138085.17,5037.21035,3889.698316,3250.435166,4470.837642,4470.987906
CENPO_ENSG00000138092.11,6346.783994,5869.038769,4541.531213,6910.911452,7225.969188
LRPPRC_ENSG00000138095.19,28098.23635,24427.19505,21635.10492,30898.95685,27010.41279
DTNB_ENSG00000138101.19,290.0058918,269.4919855,173.9953657,262.7251376,202.6410552
ACTR1A_ENSG00000138107.13,8427.34891,7107.04632,5346.785128,7133.043865,7582.640872
CYP2C9_ENSG00000138109.11,16.16757585,20.23489311,61.36068453,49.61333071,18.15570148
MFSD13A_ENSG00000138111.14,913.4680354,806.6364206,684.2136604,970.8426759,900.1713926
MYOF_ENSG00000138119.17,33.34562519,32.1918754,39.50619415,60.88908769,89.02150402
LOXL4_ENSG00000138131.4,9.094261414,11.95698229,24.37616235,16.91363547,38.06840632
STAMBPL1_ENSG00000138134.12,3067.797517,2667.326819,1745.837559,1451.189923,985.0932221
ATAD1_ENSG00000138138.14,5954.720279,5310.739672,5619.1257,5963.747866,5581.414035
KIF11_ENSG00000138160.7,13058.34892,11948.70438,9895.881356,16258.51399,17379.10599
CUZD1_ENSG00000138161.14,108.1206635,98.41516192,115.9969105,160.1157491,150.5166219
TACC2_ENSG00000138162.19,32.33515169,39.55001834,72.28792972,40.59272512,39.2397419
DUSP5_ENSG00000138166.6,1398.495311,1180.062175,1083.478389,1783.824754,2199.18255
CALHM2_ENSG00000138172.11,410.2522371,361.4687723,450.5387248,548.0017892,729.7420658
ARL3_ENSG00000138175.9,938.7298726,777.2038488,693.459791,895.2951041,923.0124364
CEP55_ENSG00000138180.16,5098.849233,4482.948591,4333.913554,5883.689992,6468.115068
KIF20B_ENSG00000138182.15,10214.87652,9242.74731,10179.98973,12278.17177,12840.18062
ENTPD1_ENSG00000138185.20,2723.226057,2606.622139,2456.108496,2914.783179,2432.27833
EXOC6_ENSG00000138190.17,3034.451892,2666.407051,2538.483114,3378.216791,3105.21062
PLCE1_ENSG00000138193.16,282.9325773,314.560611,398.4241708,373.227556,351.4006738
DBR1_ENSG00000138231.13,1786.517131,1482.665804,1292.777162,1913.495959,1652.168834
DNAJC13_ENSG00000138246.17,9281.19901,8523.488837,6080.59167,8125.310479,7699.188762
ANXA7_ENSG00000138279.16,7633.116747,6526.672795,5787.237165,6802.664185,7233.582869
FAM149B1_ENSG00000138286.15,1814.810389,1776.071754,1766.010934,2207.793216,2261.849003
ASCC1_ENSG00000138303.18,2488.796207,2120.064937,2123.247796,2865.169848,2832.28943
ADAMTS14_ENSG00000138316.11,0,0.919767868,17.65170377,993.3941898,2139.444435
RPS24_ENSG00000138326.21,43882.84274,35832.31662,49022.98416,41486.89265,35650.76969
TET1_ENSG00000138336.9,1473.270349,1372.29366,1112.057338,1621.453854,1615.857431
DNA2_ENSG00000138346.15,3162.782025,2816.329213,2932.704498,3669.131321,3877.120767
MYPN_ENSG00000138347.16,8.083787924,16.55582163,11.76780251,9.020605583,9.370684634
AOX1_ENSG00000138356.14,4.041893962,18.39535737,11.76780251,6.765454187,22.255376
ATIC_ENSG00000138363.15,11149.56449,9098.343755,7752.460184,11072.79335,9377.126979
SMARCAL1_ENSG00000138375.13,3387.10714,2865.07691,2144.261729,2768.198338,2443.406018
BARD1_ENSG00000138376.11,2807.095357,2864.157142,2904.966106,3472.933149,3429.084908
STAT4_ENSG00000138378.19,6557.972953,5631.738659,5177.833106,4665.908238,4151.213293
CARF_ENSG00000138380.18,924.5832438,940.9225294,897.7152203,1135.468728,1085.828082
ASNSD1_ENSG00000138381.10,5065.503608,4161.949605,4066.616326,5194.74124,4269.518186
METTL5_ENSG00000138382.15,2652.492912,2277.345242,2523.353082,2880.955908,2333.886142
SSB_ENSG00000138385.16,11000.01442,9664.000994,10010.19715,11406.55576,9716.814297
NAB1_ENSG00000138386.17,4832.084231,4755.19988,4146.469271,5287.202447,4666.600948
PPIG_ENSG00000138398.17,7661.410005,7371.019698,7881.906012,8390.290768,7707.388111
FASTKD1_ENSG00000138399.18,3852.935419,3760.930814,3803.521884,4249.832805,3892.933797
MDH1B_ENSG00000138400.13,19.19899632,16.55582163,20.17337574,23.67908966,21.08404043
HECW2_ENSG00000138411.13,34.35609868,34.03141113,47.07121005,18.04121117,22.255376
IDH1_ENSG00000138413.14,6299.29174,5901.230644,4998.794396,5722.446667,6496.81279
OLA1_ENSG00000138430.16,9388.3092,7448.280199,6506.754233,8682.332874,7473.120995
CIR1_ENSG00000138433.16,1402.537205,1263.761051,1340.688929,1462.46568,1395.646343
ITPRID2_ENSG00000138434.17,18184.48093,18897.55063,25587.40545,22973.22727,24487.35595
CHRNA1_ENSG00000138435.16,18.18852283,11.03721442,21.85449038,12.40333268,19.32703706
FAM117B_ENSG00000138439.12,2060.355447,1857.011326,1507.959836,1960.854139,1730.06265
WDR12_ENSG00000138442.10,3009.190055,2864.157142,2741.057428,3421.064667,2995.105076
ABI2_ENSG00000138443.17,2197.779842,2113.626562,1624.797304,2179.603824,2546.483549
ITGAV_ENSG00000138448.12,4716.890253,4527.097449,4486.05443,4115.651297,4066.291463
SLC35A5_ENSG00000138459.9,2463.53437,2102.589347,1897.978434,1995.808985,1755.832033
SLC49A4_ENSG00000138463.9,333.4562519,294.3257179,271.5000151,308.9557412,265.8931765
SENP7_ENSG00000138468.16,5810.22257,5777.98175,6232.732545,4924.123073,4372.010049
COX17_ENSG00000138495.7,1003.400176,794.6794383,1121.303468,1020.456007,1051.273682
PARP9_ENSG00000138496.16,10919.17654,9642.846333,8425.746599,13586.15958,13617.36178
MNS1_ENSG00000138587.6,366.801877,409.2967015,405.1486294,453.2854305,405.2821104
USP8_ENSG00000138592.14,5326.205768,4754.280112,4660.049795,5517.22789,5587.856381
SECISBP2L_ENSG00000138593.9,4662.324685,4536.295127,3461.415054,4459.561885,4753.27978
TMOD3_ENSG00000138594.14,6973.277558,6304.08897,4708.80212,6430.564205,6238.533295
SPPL2A_ENSG00000138600.10,3822.621214,3527.309776,3177.306679,4323.125226,4498.514292
GLCE_ENSG00000138604.10,854.8605729,819.5131708,748.0960169,934.7602535,848.6326271
SHF_ENSG00000138606.19,1440.935197,1178.222639,467.3498712,386.7584644,258.865163
APH1B_ENSG00000138613.14,1747.108665,1706.169396,1344.891716,1438.78659,1325.366208
INTS14_ENSG00000138614.15,4675.46084,3929.248334,3468.980069,4722.287023,4517.841329
PARP16_ENSG00000138617.16,1739.024877,1462.430911,1087.681175,1376.769927,1260.357083
PPCDC_ENSG00000138621.12,1437.903777,1167.185425,1197.794184,1915.751111,2094.933683
SEMA7A_ENSG00000138623.10,1125.667468,1065.091192,687.5758897,974.225403,852.7323017
