,KG1a_Ctrl_Nonresponsive_116,KG1a_T0_Nonresponsive_117,KG1a_LGT_Nonresponsive_118,KG1a_SYT_Nonresponsive_119,KG1a_ComboT_Nonresponsive_120
SLC9A4_ENSG00000180251.5,7.073314433,24.83373245,25.21671967,29.31696814,13.47035916
ZNF816_ENSG00000180257.14,695.2057614,648.4363473,594.2740269,772.389353,688.1596528
FGD6_ENSG00000180263.14,1462.155141,1423.80066,998.582099,1426.383258,1381.004648
ADGRD2_ENSG00000180264.11,59.61793594,57.02560784,68.08514311,69.90969327,76.13681265
LINC01869_ENSG00000180279.7,33.34562519,38.63025047,22.6950477,31.57211954,42.75374864
PLD5_ENSG00000180287.17,11.1152084,5.518607211,28.57894896,7.893029885,6.442345686
OAZ2_ENSG00000180304.14,3421.463239,3071.104913,2280.432016,2833.597729,2966.407354
PNPLA1_ENSG00000180316.13,7.073314433,12.87675016,21.01393306,34.95484663,35.72573517
CCDC43_ENSG00000180329.14,2366.528915,2037.285829,1812.241587,2602.444711,2457.462045
MEIOC_ENSG00000180336.18,121.2568189,161.8791448,163.9086779,163.4984762,161.0586421
FZD2_ENSG00000180340.7,342.5505133,289.7268786,169.7925791,272.8733189,297.5192371
TIGD2_ENSG00000180346.4,1521.773077,1272.95873,1079.275602,1295.584477,1146.737532
ITPRID1_ENSG00000180347.13,6.062840943,10.11744655,16.81114645,10.14818128,7.613681265
HCLS1_ENSG00000180353.11,9587.372478,8359.770156,7026.218658,8217.771686,9891.928966
MTURN_ENSG00000180354.16,174.8119139,197.7500917,198.3715281,343.9105879,414.652795
ZNF609_ENSG00000180357.9,5720.29043,5574.713051,3838.825291,4442.64825,4803.64721
PAK2_ENSG00000180370.10,13594.91034,12630.25237,10057.26836,13472.27444,13910.78134
CCDC66_ENSG00000180376.17,1769.339082,1812.862469,2202.260185,2042.039589,2034.609901
EMC3-AS1_ENSG00000180385.8,742.6980155,757.8887236,694.3003483,799.4511698,952.8814937
MCFD2_ENSG00000180398.13,7282.482446,6343.638989,4895.405846,6903.018422,6774.419322
LINC00304_ENSG00000180422.3,5.052367452,21.15466097,19.33281841,14.65848407,16.39869811
HARBI1_ENSG00000180423.4,301.1211002,251.0966281,198.3715281,242.428775,308.0612573
C11orf71_ENSG00000180425.11,1573.307225,1277.557569,1105.332879,1429.765985,1371.633963
CYP8B1_ENSG00000180432.6,22.23041679,11.03721442,18.49226109,18.04121117,11.127688
TPRXL_ENSG00000180438.15,54.56556849,61.62444719,91.62074814,48.48575501,42.16808085
GAS1_ENSG00000180447.7,31.3246782,16.55582163,12.60835984,23.67908966,18.74136927
ARHGAP45_ENSG00000180448.11,9571.204902,8410.357389,7565.856459,13458.74353,14347.10384
AC022148.1_ENSG00000180458.2,259.691687,258.454771,249.6455247,221.0048368,223.7250956
ZNF571_ENSG00000180479.14,972.0754978,986.9109228,1034.726064,926.8672237,852.7323017
MIGA1_ENSG00000180488.15,1378.285841,1386.090178,1253.270968,1595.519612,1487.010518
KCNE1_ENSG00000180509.12,10.1047349,36.79071474,48.7523247,30.44454384,76.72248044
NRIP1_ENSG00000180530.11,16871.87587,15715.1538,14098.66797,19849.84259,17749.8337
ZSCAN4_ENSG00000180532.10,7.073314433,4.598839342,3.36222929,6.765454187,5.271010106
C9orf139_ENSG00000180539.8,1436.893303,1529.573965,1275.125458,1159.147817,1230.488026
FUT7_ENSG00000180549.8,2221.020732,1753.997325,1200.315856,1521.099616,2272.391024
H2AC6_ENSG00000180573.10,255.6497931,219.8245206,148.7786461,172.5190818,136.460595
EIF2S3B_ENSG00000180574.3,10.1047349,5.518607211,13.44891716,5.637878489,7.028013475
SKIDA1_ENSG00000180592.17,48.50272754,48.74769703,45.39009541,55.2512092,57.98111117
H2BC4_ENSG00000180596.7,22.23041679,20.23489311,31.94117825,28.18939245,14.05602695
ZBTB12BP_ENSG00000180610.10,12.12568189,15.63605376,39.50619415,14.65848407,14.05602695
MB21D2_ENSG00000180611.7,462.7968586,393.6606477,378.2507951,454.4130062,498.9889567
SSTR2_ENSG00000180616.9,109.131137,158.2000734,193.3281841,134.181508,125.332907
ZNF594_ENSG00000180626.10,416.3150781,406.5373979,382.4535817,418.3305839,425.1948152
PCGF5_ENSG00000180628.15,2485.764787,2436.465084,2193.854611,2905.762573,2610.321338
SLC47A2_ENSG00000180638.19,13.13615538,17.4755895,20.17337574,13.53090837,21.66970822
YOD1_ENSG00000180667.11,1998.716564,2048.323043,1948.411873,2305.892302,2383.667904
TMEM64_ENSG00000180694.14,7864.515176,7369.180162,7948.31004,10160.58461,9962.794769
LINC02363_ENSG00000180712.4,13.13615538,8.277910816,10.92724519,4.510302792,10.54202021
SHISA2_ENSG00000180730.5,1059.986691,891.2550645,222.7476904,131.9263567,65.59479243
SMG1P3_ENSG00000180747.15,3352.751041,4180.344962,3712.741693,3722.127379,3431.427579
GPR157_ENSG00000180758.12,466.8387526,460.8037021,344.6285022,599.8702713,787.1375092
PIPSL_ENSG00000180764.13,12.12568189,6.438375079,10.92724519,15.78605977,6.442345686
WDFY3-AS2_ENSG00000180769.10,86.90072018,95.65585832,142.0541875,76.67514746,93.70684634
SLC36A4_ENSG00000180773.15,1457.102773,1393.448321,1434.831349,1662.046579,1364.60595
ZDHHC20_ENSG00000180776.16,12480.35808,11677.37286,10311.11667,13903.00835,13393.05101
ANKRD30B_ENSG00000180777.14,23.24089028,36.79071474,37.82507951,30.44454384,21.66970822
ZFP3_ENSG00000180787.6,10.1047349,8.277910816,10.08668787,4.510302792,4.685342317
ARSJ_ENSG00000180801.14,5.052367452,6.438375079,4.202786612,3.382727094,12.88469137
MAP3K15_ENSG00000180815.14,1006.431597,929.885315,698.5031349,728.4139008,705.1440187
PPA1_ENSG00000180817.12,12882.52653,10386.93854,10347.26064,12445.05298,9956.938091
PSMG4_ENSG00000180822.12,1648.082263,1443.115786,1229.735363,1504.185981,1306.624839
MAP6D1_ENSG00000180834.8,104.0787695,80.93957242,17.65170377,69.90969327,76.72248044
CSNK1G2-AS1_ENSG00000180846.8,33.34562519,55.18607211,52.95511131,24.80666535,35.14006738
ZNF443_ENSG00000180855.16,1760.24482,1556.247233,1484.424231,1454.57265,1209.403986
PDIA3P1_ENSG00000180867.11,767.9598528,641.0782043,453.0603968,711.5002654,732.6704048
LINC01555_ENSG00000180869.4,4.041893962,7.358142948,5.883901257,6.765454187,6.442345686
CXCR2_ENSG00000180871.8,66.69125037,62.54421505,42.86842344,52.9960578,94.87818191
C11orf42_ENSG00000180878.3,33.34562519,40.46978621,27.73839164,28.18939245,25.76938274
SSR4_ENSG00000180879.14,4713.858833,4059.855371,3458.052824,3718.744652,3583.115537
CAPS2_ENSG00000180881.19,307.1839411,312.7210753,384.1346963,294.2972571,337.9303146
ZNF792_ENSG00000180884.10,1711.742093,1387.009946,1016.233803,1221.164481,1235.759036
CUEDC1_ENSG00000180891.13,41.42941311,31.27210753,31.10062093,54.1236335,73.79414149
SCRIB_ENSG00000180900.20,4835.115652,4586.88236,3049.541966,4085.206753,3738.317501
KCTD2_ENSG00000180901.11,3309.300681,2815.409445,1919.832924,2788.494701,2928.338948
D2HGDH_ENSG00000180902.18,3683.175873,4147.233319,2570.424292,2228.089579,1854.224222
OXTR_ENSG00000180914.11,170.7700199,195.910556,247.9644101,140.9469622,178.6286758
CMTR2_ENSG00000180917.18,3000.095793,2832.885035,2865.459912,3259.821343,2988.66273
FAM83H_ENSG00000180921.7,16.16757585,11.03721442,6.724458579,23.67908966,5.271010106
OR56A1_ENSG00000180934.7,16.16757585,32.1918754,59.67956989,29.31696814,21.66970822
ST20_ENSG00000180953.11,444.6083358,428.6118267,390.8591549,464.5611875,401.7681037
PITPNB_ENSG00000180957.18,9109.418517,8278.830584,7091.782129,9892.221597,8441.229851
TCEAL8_ENSG00000180964.17,2130.078118,2072.237008,2226.636347,2119.842312,1981.314132
OR52E4_ENSG00000180974.4,15.15710236,15.63605376,28.57894896,4.510302792,11.127688
LRRC57_ENSG00000180979.10,2098.75344,2071.31724,1566.798849,2338.591997,2276.490698
MRPL14_ENSG00000180992.7,1359.086845,1148.790068,1001.103771,1192.975088,1084.656746
GPR137C_ENSG00000180998.12,299.1001532,305.3629323,346.3096168,188.3051415,134.7035916
BBS12_ENSG00000181004.10,156.623391,128.7675016,110.1130092,153.3502949,121.2332324
ZFP82_ENSG00000181007.9,3185.012442,2994.76418,2630.944419,3362.430731,3036.687489
LSMEM1_ENSG00000181016.9,15.15710236,31.27210753,37.82507951,28.18939245,22.255376
NQO1_ENSG00000181019.13,344.5714602,246.4977887,182.400939,202.9636256,176.2860047
AEN_ENSG00000181026.15,2732.320318,2306.777814,1873.602272,2572.000167,2257.749329
FKRP_ENSG00000181027.11,1205.494874,1178.222639,859.0495835,1251.609025,1255.086073
TRAPPC5_ENSG00000181029.9,1243.892867,965.7562619,766.588278,1002.414795,928.8691143
RPH3AL_ENSG00000181031.16,69.72267084,57.02560784,53.79566863,41.72030082,31.04039285
SLC25A42_ENSG00000181035.14,2588.833083,2233.196385,1739.953657,1963.10929,2093.762348
FCRL6_ENSG00000181036.14,16.16757585,16.55582163,20.17337574,23.67908966,20.49837264
METTL23_ENSG00000181038.14,1069.080953,842.5073675,783.3994245,885.1469228,768.9818077
SLC26A11_ENSG00000181045.15,56.58651547,57.94537571,59.67956989,91.33363153,139.9746017
HIGD1A_ENSG00000181061.14,4202.559247,3425.215542,4586.080751,5243.226995,4904.967738
EHMT1_ENSG00000181090.21,8703.208173,7811.588507,5609.039012,7572.798387,6991.702072
ADIPOQ_ENSG00000181092.10,6.062840943,5.518607211,7.565015901,4.510302792,7.613681265
LINC02878_ENSG00000181097.5,37.38751915,58.86514358,42.02786612,54.1236335,32.79739622
F2R_ENSG00000181104.7,1197.411086,1055.893513,660.6780554,1433.148712,1516.293907
HLA-V_ENSG00000181126.13,37.38751915,53.34653637,75.65015901,63.14423908,44.51075201
ZNF707_ENSG00000181135.16,1070.091426,981.3923156,735.4876571,767.8790503,909.5420772
NPM1_ENSG00000181163.14,127657.1579,107229.2974,113322.2571,120286.3927,95402.94025
PJA1_ENSG00000181191.12,748.7608564,697.1840443,499.2910495,567.170576,548.1850511
DHTKD1_ENSG00000181192.12,2693.922326,2562.473281,1450.801938,1902.220202,1764.61705
C4orf50_ENSG00000181215.15,209.1680125,175.6756629,140.3730728,190.5602929,163.4013133
H2AW_ENSG00000181218.5,85.89024669,57.02560784,49.59288202,93.58878292,81.40782275
ZNF746_ENSG00000181220.17,1086.259002,1120.277264,894.352991,986.6287356,1093.441763
POLR2A_ENSG00000181222.19,21463.46741,21863.802,16809.46533,20830.83344,22613.21902
SLC25A41_ENSG00000181240.14,2.020946981,6.438375079,1.681114645,2.255151396,11.71335579
TLCD5_ENSG00000181264.9,11.1152084,6.438375079,18.49226109,15.78605977,4.685342317
FRAT2_ENSG00000181274.7,1114.55226,865.5015642,674.1269725,807.3441997,717.4430423
TMEM102_ENSG00000181284.3,237.4612703,214.3059133,119.3591398,204.0912013,182.7283504
ZNF322_ENSG00000181315.11,2321.057608,2194.566134,1839.139421,2216.813822,2258.920664
NME9_ENSG00000181322.15,77.80645877,115.8907514,121.8808117,98.09908572,81.99349054
LRRC75A_ENSG00000181350.12,47.49225405,68.98259013,124.4024837,59.76151199,63.83778907
CFAP65_ENSG00000181378.14,10.1047349,12.87675016,28.57894896,13.53090837,32.79739622
DDX60L_ENSG00000181381.14,3674.081611,3362.671327,2841.924307,3922.835853,3771.700565
SYNE4_ENSG00000181392.17,128.3301333,142.5640196,120.1996971,108.247267,109.5198767
OGFOD3_ENSG00000181396.13,1850.176961,1693.292646,1257.473754,1678.960214,1585.402706
WASHC1_ENSG00000181404.17,784.1274286,754.2096521,587.5495683,766.7514746,883.7726945
AATK_ENSG00000181409.14,154.602444,163.7186806,152.1408753,171.3915061,144.0742762
DDN_ENSG00000181418.8,133.3825007,103.0140013,51.27399666,86.82332874,52.71010106
ZNF467_ENSG00000181444.13,28.29325773,42.30932195,26.89783432,37.20999803,28.69772169
SOX2_ENSG00000181449.4,3.031420471,5.518607211,21.85449038,3.382727094,5.856677896
ZNF678_ENSG00000181450.18,1767.318135,1800.905486,1779.459851,2089.397768,2096.105019
TMEM45A_ENSG00000181458.10,715.4152312,769.8457059,979.2492806,691.2039028,978.0652086
RAP2B_ENSG00000181467.5,2441.303953,2078.675383,1678.592973,2422.032599,1927.432696
ZBTB2_ENSG00000181472.5,2712.110848,2305.858046,1726.50474,2110.821706,1868.865917
RNF135_ENSG00000181481.14,823.5358947,645.6770437,505.1749507,806.216624,723.2997202
ACBD4_ENSG00000181513.15,401.1579757,360.5490044,298.3978494,316.8487711,319.7746131
OR8D4_ENSG00000181518.4,8.083787924,10.11744655,11.76780251,11.27575698,10.54202021
SGSH_ENSG00000181523.13,18.18852283,18.39535737,29.41950628,34.95484663,19.91270485
RPL24P4_ENSG00000181524.6,19.19899632,17.4755895,13.44891716,11.27575698,14.05602695
FANCB_ENSG00000181544.15,1168.107355,1157.987746,1223.010904,1392.555987,1398.574682
SETD2_ENSG00000181555.21,15425.88831,14622.46957,11088.6322,16000.29915,15656.07135
C6orf223_ENSG00000181577.16,7.073314433,14.7162859,16.81114645,11.27575698,8.785016844
MEX3D_ENSG00000181588.16,914.4785089,731.2154554,433.7275783,840.0438949,768.39614
MRPS23_ENSG00000181610.13,4161.129834,3309.324791,3300.028048,3908.177369,3789.856266
GPR135_ENSG00000181619.11,791.200743,1000.707441,1043.972194,920.1017695,849.2182949
SLX1B_ENSG00000181625.17,562.8337342,480.1188273,448.8576101,361.951799,476.7335807
P2RY13_ENSG00000181631.7,3.031420471,6.438375079,39.50619415,6.765454187,3.514006738
TNFSF15_ENSG00000181634.8,8.083787924,17.4755895,12.60835984,0,12.29902358
ZFP41_ENSG00000181638.20,1225.704344,1057.733049,807.7755868,1020.456007,1101.055444
ATG9B_ENSG00000181652.19,11.1152084,2.759303605,7.565015901,6.765454187,0.58566779
ZNF875_ENSG00000181666.18,3035.462365,3090.420038,2994.065182,3021.90287,2927.75328
PLAG1_ENSG00000181690.8,2844.482876,2870.595517,3226.899561,3115.491653,2950.008656
YIPF6_ENSG00000181704.12,1906.763477,1881.845059,2045.075965,2208.920792,2540.626871
OR5T2_ENSG00000181718.6,8.083787924,31.27210753,10.92724519,20.29636256,24.59804716
ZBTB20_ENSG00000181722.17,1364.139212,1440.356482,1406.2524,1604.540218,1546.162965
DIPK2A_ENSG00000181744.9,2177.570372,2059.360257,1915.630138,1939.4302,1686.137566
MACIR_ENSG00000181751.10,899.3214065,885.7364573,790.123883,849.0645005,634.8638839
AMIGO1_ENSG00000181754.7,6.062840943,8.277910816,7.565015901,9.020605583,6.442345686
GPR3_ENSG00000181773.7,63.6598299,57.94537571,75.65015901,76.67514746,124.1615714
OR5AS1_ENSG00000181785.3,232.4089028,302.6036287,508.53718,236.7908966,248.9088106
SIAH2_ENSG00000181788.4,4668.387526,3743.455225,3315.998637,4620.80521,4173.468669
COPG1_ENSG00000181789.14,8943.700864,7870.45365,6136.068453,8055.400786,8894.536721
ADGRB1_ENSG00000181790.11,950.8555545,990.5899943,774.9938512,918.9741938,923.5981042
LINC00471_ENSG00000181798.3,99.02640207,108.5326085,114.3157958,101.4818128,121.2332324
CELF2-AS1_ENSG00000181800.6,554.7499463,598.7688824,585.0278964,422.8408867,423.4378119
LSM10_ENSG00000181817.6,2002.758458,1522.215822,1312.10998,1687.98082,1655.097173
RELL1_ENSG00000181826.10,860.9234139,715.5794017,510.2182947,462.3060361,369.5563752
RFX7_ENSG00000181827.15,6514.522593,6139.450522,5457.738694,6634.655406,6565.921589
SLC35C1_ENSG00000181830.9,1728.920142,1442.196018,1082.637831,1487.272346,1399.160349
RNF41_ENSG00000181852.18,1496.511239,1228.809872,996.060427,1356.473565,1511.022897
SLC2A4_ENSG00000181856.15,119.2358719,108.5326085,75.65015901,84.56817734,40.41107748
IBA57_ENSG00000181873.13,1672.333627,1660.181003,1268.400999,1682.342941,1703.121932
CLDN7_ENSG00000181885.18,4.041893962,2.759303605,0,2.255151396,1.171335579
ZNF329_ENSG00000181894.15,1656.166051,1446.794857,1040.609965,1560.564766,1512.779901
ZNF101_ENSG00000181896.12,4827.031864,4328.427589,3557.238588,4756.114294,5232.356032
C5orf24_ENSG00000181904.9,1528.846391,1609.59377,1528.973769,1680.08779,1506.923223
LINC02724_ENSG00000181908.5,46.48178056,35.87094687,20.17337574,18.04121117,23.42671158
ADO_ENSG00000181915.5,3023.336683,2564.312817,1766.010934,2889.976514,2652.489419
COA4_ENSG00000181924.7,7595.729228,6388.707614,6289.890443,6979.69357,6327.554799
OR4P4_ENSG00000181927.4,8.083787924,11.03721442,15.97058913,6.765454187,12.88469137
PRKAG1_ENSG00000181929.13,2686.849011,2212.041724,1876.123944,2791.877428,2740.339588
GINS3_ENSG00000181938.14,2379.66507,1990.377667,1727.345297,2652.058041,2604.46466
CCDC149_ENSG00000181982.19,460.7759117,461.72347,312.6873239,444.264825,450.3785302
MRPS11_ENSG00000181991.16,3058.703256,2466.817423,2145.102287,2796.387731,3025.559801
SNRPE_ENSG00000182004.13,5597.012664,4970.425561,7860.051522,5552.182736,4489.143607
RTKN2_ENSG00000182010.11,14.14662887,13.79651803,22.6950477,9.020605583,12.88469137
PNMA8A_ENSG00000182013.18,12.12568189,14.7162859,11.76780251,10.14818128,9.370684634
AL591379.1_ENSG00000182021.10,54.56556849,42.30932195,87.41796153,16.91363547,22.255376
USH1G_ENSG00000182040.9,0,0.919767868,9.246130546,0,0
MGAT4C_ENSG00000182050.13,30.31420471,41.38955408,57.15789792,24.80666535,38.65407411
IDH2_ENSG00000182054.10,6333.647838,5038.488383,3773.26182,7907.688369,6882.767863
OGFRP1_ENSG00000182057.5,501.1948513,480.1188273,282.4272603,365.3345261,305.1329184
OR52A1_ENSG00000182070.7,3.031420471,1.839535737,8.405573224,3.382727094,8.199349054
TMEM259_ENSG00000182087.14,11758.88001,10465.11881,7534.755838,9774.953725,9384.740661
GET1_ENSG00000182093.16,1345.950689,1280.316873,1531.495441,1598.90234,1695.508251
TNRC18_ENSG00000182095.14,12919.91405,12287.17895,8578.728032,10565.38429,9480.20451
FAM181B_ENSG00000182103.5,15.15710236,16.55582163,28.57894896,15.78605977,12.29902358
DEXI_ENSG00000182108.11,2446.35632,2035.446293,1389.441254,2035.274135,2054.522606
ZNF716_ENSG00000182111.9,14.14662887,15.63605376,34.46285022,21.42393826,12.29902358
NOP10_ENSG00000182117.6,6285.145111,4975.944168,5762.020445,5742.743029,5592.541723
FAM89A_ENSG00000182118.8,90.94261414,75.42096521,76.49071634,101.4818128,108.9342089
TDRKH_ENSG00000182134.16,575.9698896,480.1188273,411.873088,491.6230043,588.0104608
ZNF708_ENSG00000182141.10,2825.283879,2788.736177,2641.031107,2797.515306,2610.907006
IST1_ENSG00000182149.21,12282.30528,10822.90851,8767.85343,12014.31906,11694.61442
ERCC6L2_ENSG00000182150.18,3205.221912,3184.236361,2743.5791,3692.810411,3899.376143
MRPL41_ENSG00000182154.8,465.8282791,372.5059867,195.0092988,360.8242233,322.1172843
CREB3L2_ENSG00000182158.15,3295.154052,3105.136324,2716.681266,4081.824026,5477.165168
P2RY8_ENSG00000182162.11,5223.137472,4681.61845,2989.862396,3092.940139,2486.159767
P2RY8_ENSG00000182162.11_PAR_Y,5223.137472,4681.61845,2989.862396,3092.940139,2486.159767
TP53TG1_ENSG00000182165.18,404.1893962,343.9931828,412.7136453,370.9724046,356.6716839
TSEN54_ENSG00000182173.14,2267.502513,1854.252023,1524.770983,2125.48019,1957.301753
RGMA_ENSG00000182175.14,51.53414801,46.90816129,47.07121005,46.23060361,43.92508422
ASB18_ENSG00000182177.14,14.14662887,6.438375079,11.76780251,7.893029885,5.856677896
UBA7_ENSG00000182179.13,5801.128309,5353.968762,4017.023444,5984.044229,7583.22654
MRPS16_ENSG00000182180.14,6853.031212,5970.213234,4593.645767,6772.219641,5816.852486
SHISAL2A_ENSG00000182183.15,45.47130707,85.53841177,142.8947448,63.14423908,87.26450065
RAD51B_ENSG00000182185.18,610.3259882,559.218864,611.0851734,628.0596637,600.3094843
LDOC1_ENSG00000182195.9,5.052367452,11.03721442,15.1300318,13.53090837,8.785016844
ARL6IP4_ENSG00000182196.13,5133.205332,4229.092659,3188.233924,4163.009477,4125.44391
EXT1_ENSG00000182197.12,1382.327735,1166.265657,1195.272512,1716.170212,2562.882247
SHMT2_ENSG00000182199.11,5755.657002,4633.790521,3683.322187,5075.218216,5013.901947
MOB2_ENSG00000182208.14,1158.00262,968.5155655,799.3700136,949.4187376,1043.074333
HHIPL1_ENSG00000182218.10,21.2199433,30.35233966,43.70898076,20.29636256,22.255376
ATP6AP2_ENSG00000182220.15,8292.955936,7581.64654,6611.823898,8045.252604,7618.366607
CYB5D1_ENSG00000182224.12,1578.359592,1390.689017,1224.692019,1807.503844,1687.308902
FAM153B_ENSG00000182230.12,7.073314433,9.197678684,11.76780251,6.765454187,7.613681265
BACE2_ENSG00000182240.16,3.031420471,0,2.521671967,1.127575698,0
UBE2E2_ENSG00000182247.10,1004.41065,881.137618,707.7492654,833.2784407,593.8671387
GABRG3_ENSG00000182256.13,4.041893962,3.679071474,11.76780251,3.382727094,7.028013475
PRR34_ENSG00000182257.8,117.2149249,89.21748324,80.69350295,93.58878292,142.3172729
NLRP10_ENSG00000182261.4,32.33515169,42.30932195,73.12848705,37.20999803,51.53876548
IZUMO1_ENSG00000182264.9,31.3246782,35.87094687,47.07121005,22.55151396,30.45472506
AP1S2_ENSG00000182287.15,2148.266641,2102.589347,1338.167257,1445.552045,1212.917992
C8orf33_ENSG00000182307.14,6591.318578,5452.383924,4118.73088,6291.872394,5773.51307
DCAF4L1_ENSG00000182308.7,69.72267084,97.49539406,126.0835984,92.46120723,105.4202021
SPACA6_ENSG00000182310.15,98.01592858,115.8907514,124.4024837,100.3542371,103.077531
ZSCAN22_ENSG00000182318.6,634.577352,653.0351866,516.1021959,593.1048171,675.8606292
KCNJ14_ENSG00000182324.7,207.1470655,279.609432,258.8916553,268.3630161,295.176566
FBXL6_ENSG00000182325.11,2307.921452,2022.569543,1534.857671,1809.758995,1870.62292
C1S_ENSG00000182326.15,236.4507968,249.2570923,242.9210662,258.2148348,373.6560498
KIAA2012_ENSG00000182329.14,75.78551178,104.853537,95.82353475,74.41999606,107.1772055
C17orf77_ENSG00000182352.8,25.26183726,38.63025047,30.26006361,24.80666535,27.52638611
KBTBD3_ENSG00000182359.15,631.5459315,502.1932562,669.9241859,597.6151199,624.9075315
YBEY_ENSG00000182362.14,251.6078991,206.9477704,204.2554293,228.8978667,234.8527836
FAM87A_ENSG00000182366.10,20.20946981,15.63605376,10.08668787,12.40333268,14.05602695
CLN8_ENSG00000182372.10,1693.55357,1632.587966,1357.500076,1680.08779,1497.552538
AC138028.1_ENSG00000182376.2,59.61793594,86.45817963,137.0108435,58.63393629,69.69446696
PLCXD1_ENSG00000182378.15,2509.005677,2364.72319,1850.066667,2117.587161,2097.862022
PLCXD1_ENSG00000182378.15_PAR_Y,2509.005677,2364.72319,1850.066667,2117.587161,2097.862022
CACNB4_ENSG00000182389.20,263.733581,269.4919855,277.3839164,259.3424105,260.6221664
DNM1P46_ENSG00000182397.14,1082.217108,1385.17041,1317.153324,1238.078116,1246.301056
TRAPPC6B_ENSG00000182400.15,3101.143142,3081.222359,2845.286536,3129.022562,3110.481631
PGBD4_ENSG00000182405.6,715.4152312,688.9061335,724.5604119,810.7269268,886.1153657
NPLOC4_ENSG00000182446.14,8595.08751,7799.631524,5712.427563,7995.639274,8175.336675
TSHZ2_ENSG00000182463.16,5.052367452,9.197678684,10.08668787,10.14818128,9.956352423
CAPN12_ENSG00000182472.9,58.60746245,48.74769703,95.82353475,95.84393432,129.4325815
EXOC7_ENSG00000182473.22,12821.89812,11458.46811,7618.81157,9360.005868,9221.339347
KPNA2_ENSG00000182481.10,30561.77072,26316.39825,24847.71501,35534.42054,35490.29671
WASH6P_ENSG00000182484.15,4318.763698,3483.160918,3116.786551,5045.901248,4466.302563
WASH6P_ENSG00000182484.15_PAR_Y,4318.763698,3483.160918,3116.786551,5045.901248,4466.302563
NCF1B_ENSG00000182487.12,2.020946981,0,0.840557322,0,0
CEP97_ENSG00000182504.11,1830.977965,1809.183397,1783.662638,2335.20927,2732.725906
FES_ENSG00000182511.12,1498.532186,1462.430911,865.774042,858.0851061,698.701673
GLRX5_ENSG00000182512.5,6504.417858,5330.054798,3748.0451,5837.459388,5252.854405
FAM104B_ENSG00000182518.13,634.577352,534.3851316,569.0573072,634.8251179,631.935545
MXRA7_ENSG00000182534.13,3232.504696,2754.704766,1810.560472,2507.728352,2356.141518
LIMK2_ENSG00000182541.18,3947.919927,3544.785365,3072.237013,5826.183631,8892.194049
MFSD5_ENSG00000182544.9,843.7453645,768.0061702,552.2461608,788.1754128,709.829361
RNASE10_ENSG00000182545.6,30.31420471,34.951179,35.30340754,24.80666535,19.91270485
ADI1_ENSG00000182551.14,4530.963131,3722.300564,2790.65031,4130.309781,3963.7996
RWDD4_ENSG00000182552.15,1309.573644,1185.580782,1191.910283,1230.185086,1183.634603
SPNS3_ENSG00000182557.8,947.8241341,801.1178134,639.6641223,700.2245084,632.5212128
SATB1_ENSG00000182568.17,11980.1737,11199.09357,8671.189338,10161.71219,9069.065722
CSF1R_ENSG00000182578.14,19.19899632,11.95698229,22.6950477,20.29636256,25.18371495
EPHB3_ENSG00000182580.3,6.062840943,3.679071474,1.681114645,4.510302792,2.342671158
ACTL10_ENSG00000182584.6,4.041893962,4.598839342,8.405573224,4.510302792,6.442345686
EPGN_ENSG00000182585.10,70.73314433,87.3779475,147.0975314,91.33363153,55.05277222
SNORC_ENSG00000182600.9,107.11019,104.853537,108.4318946,76.67514746,121.8189002
TRAK1_ENSG00000182606.17,5447.462587,5018.25349,4044.761835,5305.243659,5415.67005
TSPAN10_ENSG00000182612.10,73.7645648,80.01980456,91.62074814,72.16484466,72.03713812
OR2V2_ENSG00000182613.3,23.24089028,30.35233966,40.34675147,33.82727094,18.15570148
PLCB1_ENSG00000182621.18,666.9125037,654.8747223,400.1052855,286.4042273,169.2579912
SKA2_ENSG00000182628.13,4988.707622,4766.237094,4650.803665,6172.34937,6396.663598
CCNYL2_ENSG00000182632.15,31.3246782,34.03141113,37.82507951,57.50636059,45.0964198
LINC01006_ENSG00000182648.13,71.74361782,102.0942334,150.4597607,78.93029885,109.5198767
TTC3_ENSG00000182670.13,25675.12092,23920.40295,19100.82459,23381.40967,19779.75826
PPP1R27_ENSG00000182676.5,2.020946981,4.598839342,7.565015901,2.255151396,3.514006738
BRICD5_ENSG00000182685.7,228.3670088,239.1396458,183.2414963,197.3257471,192.6847028
IGIP_ENSG00000182700.5,190.9794897,211.5466097,220.2260185,284.1490759,266.4788443
TSKU_ENSG00000182704.8,693.1848145,639.2386686,528.7105558,845.6817734,935.8971278
CMC4_ENSG00000182712.16,523.4252681,383.5432011,313.5278812,437.4993708,399.4254325
ANXA2_ENSG00000182718.18,795.242637,722.0177767,590.9117976,614.5287553,481.418923
PAQR7_ENSG00000182749.6,118.2253984,92.89655471,92.46130546,89.07848013,114.205219
PAPPA_ENSG00000182752.10,9.094261414,20.23489311,12.60835984,14.65848407,14.05602695
NGRN_ENSG00000182768.9,4494.586086,3711.263349,2904.125549,4035.593423,3694.978085
GRID1_ENSG00000182771.19,9.094261414,20.23489311,26.05727699,10.14818128,12.29902358
RPS17_ENSG00000182774.13,32189.64351,25302.81406,31779.79124,28154.4376,24665.39896
CCDC87_ENSG00000182791.5,10.1047349,11.95698229,3.36222929,4.510302792,8.785016844
